family_code,family_desc,sub_family_code,sub_family_desc,type_code,type_group_desc,type_desc,service_detail_code,complete_desc,service_desc,ippf_code
2,SRH Non Family Planning,62,Other Specialized Counselling - Family/Marital Relationship,2943,Other SRH counseling,Counselling - Pre Marital/Marital,29,Counselling - Marital - Sexuality / Sexual Disfunction,SRH (Non Contraception) Service Specific Counselling,262294329
2,SRH Non Family Planning,62,Other Specialized Counselling - Family/Marital Relationship,2949,Other SRH counseling,Counselling - Pre Marital/Marital,99,Counselling - Marital - Other/Generic Services,SRH (Non Contraception) - Generic Services,262294999
2,SRH Non Family Planning,62,Other Specialized Counselling - Family/Marital Relationship,2950,Other SRH counseling,Counselling - Youth (<25 yr),00,ALL COUNSELLING - YOUTH (less than 25 yrs),Control Account - Total,262295000
2,SRH Non Family Planning,62,Other Specialized Counselling - Family/Marital Relationship,2951,Other SRH counseling,Counselling - Youth (<25 yr),29,Counselling - Youth - Life Skills Counseling,SRH (Non Contraception) Service Specific Counselling,262295129
2,SRH Non Family Planning,62,Other Specialized Counselling - Family/Marital Relationship,2952,Other SRH counseling,Counselling - Youth (<25 yr),29,Counselling - Youth - Sexuality,SRH (Non Contraception) Service Specific Counselling,262295229
2,SRH Non Family Planning,62,Other Specialized Counselling - Family/Marital Relationship,2953,Other SRH counseling,Counselling - Youth (<25 yr),29,Counselling - Youth - Telephone / Internet Hotline Counseling,SRH (Non Contraception) Service Specific Counselling,262295329
2,SRH Non Family Planning,62,Other Specialized Counselling - Family/Marital Relationship,2954,Other SRH counseling,Counselling - Youth (<25 yr),29,Counselling - Youth - SRH Counselling,SRH (Non Contraception) Service Specific Counselling,262295429
2,SRH Non Family Planning,62,Other Specialized Counselling - Family/Marital Relationship,2959,Other SRH counseling,Counselling - Youth (<25 yr),99,Counselling - Youth - Other/Generic Services,SRH (Non Contraception) - Generic Services,262295999
2,SRH Non Family Planning,62,Other Specialized Counselling - Family/Marital Relationship,2960,Other SRH counseling,Counselling - Male,00,ALL COUNSELLING - MALE,Control Account - Total,262296000
2,SRH Non Family Planning,62,Other Specialized Counselling - Family/Marital Relationship,2961,Other SRH counseling,Counselling - Male,29,Counselling - Male - SRH Counselling,SRH (Non Contraception) Service Specific Counselling,262296129
2,SRH Non Family Planning,62,Other Specialized Counselling - Family/Marital Relationship,2962,Other SRH counseling,Counselling - Male,29,Counselling - Male - Sexuality,SRH (Non Contraception) Service Specific Counselling,262296229
2,SRH Non Family Planning,62,Other Specialized Counselling - Family/Marital Relationship,2963,Other SRH counseling,Counselling - Male,29,Counselling - Male - GBV,SRH (Non Contraception) Service Specific Counselling,262296329
2,SRH Non Family Planning,62,Other Specialized Counselling - Family/Marital Relationship,2969,Other SRH counseling,Counselling - Male,99,Counselling - Male - Other/Generic Services,SRH (Non Contraception) - Generic Services,262296999
2,SRH Non Family Planning,63,Other Specialized Counselling - Other counselling services,2970,Other SRH counseling,Counselling - Other,00,ALL COUNSELLING SERVICES (OTHER),Control Account - Total,263297000
2,SRH Non Family Planning,63,Other Specialized Counselling - Other counselling services,2971,Other SRH counseling,Counselling - Other,29,Counseling - Other - Sexuality Issues ( 25 years and over),SRH (Non Contraception) Service Specific Counselling,263297129
2,SRH Non Family Planning,63,Other Specialized Counselling - Other counselling services,2979,Other SRH counseling,Counselling - Other,99,Counseling - Other/Generic Services,SRH (Non Contraception) - Generic Services,263297999
2,SRH Non Family Planning,69,Other SRH Medical Services,2980,Other SRH medical,Total (All medical services),00,ALL OTHER SRH MEDICAL SERVICES,Control Account - Total,269298000
2,SRH Non Family Planning,69,Other SRH Medical Services,2981,Other SRH medical,Total (All medical services),20,Other SRH Medical Services - Consultation,SRH Medical Specialties - Consult (Initial/Follow up ),269298120
2,SRH Non Family Planning,69,Other SRH Medical Services,2982,Other SRH medical,Total (All medical services),21,Other SRH Medical Services - Diagnostic Test,SRH Medical Specialties - Diagnostic Test/Exam,269298221
2,SRH Non Family Planning,69,Other SRH Medical Services,2983,Other SRH medical,Total (All medical services),22,Other SRH Medical Services - Therapy / Treatment,SRH Medical Specialties - Therapy / Treatment,269298322
2,SRH Non Family Planning,69,Other SRH Medical Services,2984,Other SRH medical,Total (All medical services),23,Other SRH Medical Services - Surgery,SRH Medical Specialties - Surgery,269298423
2,SRH Non Family Planning,69,Other SRH Medical Services,2989,Other SRH medical,Total (All medical services),99,Other SRH Medical Services - Other/Generic Services,SRH (Non Contraception) - Generic Services,269298999
3,NON SRH Medical,70,Medical Specialties,0000,Other SRH medical,Total medical specialties,00,ALL MEDICAL SPECIALTY SERVICIES,Control Account - Total,370000000
3,NON SRH Medical,71,Medical Specialties - System Oriented,3000,Other SRH medical,Total system oriented services,00,ALL MEDICAL SPECIALTIES - SYSTEM ORIENTED SERVICES,,371300000
3,NON SRH Medical,71,Medical Specialties - System Oriented,3009,Other SRH medical,Total system oriented services,99,Medical Specialties - System Oriented Services - Other/Generic Services,,371300999
3,NON SRH Medical,71,Medical Specialties - System Oriented,3010,Other SRH medical,SOS - Angiology,00,ALL ANGIOLOGY,Control Account - Total,371301000
3,NON SRH Medical,71,Medical Specialties - System Oriented,3011,Other SRH medical,SOS - Angiology,30,Angiology - Consultation,NON SRH Medical Specialties - Consult (Initial/Follow up ),371301130
3,NON SRH Medical,71,Medical Specialties - System Oriented,3012,Other SRH medical,SOS - Angiology,31,Angiology - Diagnostic Test,NON SRH Medical Specialties - Diagnostic Test/Exam,371301231
3,NON SRH Medical,71,Medical Specialties - System Oriented,3013,Other SRH medical,SOS - Angiology,32,Angiology - Therapy / Treatment,NON SRH Medical Specialties - Therapy / Treatment,371301332
3,NON SRH Medical,71,Medical Specialties - System Oriented,3014,Other SRH medical,SOS - Angiology,33,Angiology - Surgery,NON SRH Medical Specialties - Surgery,371301433
3,NON SRH Medical,71,Medical Specialties - System Oriented,3019,Other SRH medical,SOS - Angiology,99,Angiology - Other/Generic Services,NON SRH Medical Specialties - Generic Services,371301999
3,NON SRH Medical,71,Medical Specialties - System Oriented,3110,Other SRH medical,SOS - Cardiology,00,ALL CARDIOLOGY,Control Account - Total,371311000
3,NON SRH Medical,71,Medical Specialties - System Oriented,3111,Other SRH medical,SOS - Cardiology,30,Cardiology - Consultation,NON SRH Medical Specialties - Consult (Initial/Follow up ),371311130
3,NON SRH Medical,71,Medical Specialties - System Oriented,3112,Other SRH medical,SOS - Cardiology,31,Cardiology - Diagnostic EKG,NON SRH Medical Specialties - Diagnostic Test/Exam,371311231
3,NON SRH Medical,71,Medical Specialties - System Oriented,3113,Other SRH medical,SOS - Cardiology,32,Cardiology - Therapy / Treatment,NON SRH Medical Specialties - Therapy / Treatment,371311332
3,NON SRH Medical,71,Medical Specialties - System Oriented,3114,Other SRH medical,SOS - Cardiology,33,Cardiology - Surgery,NON SRH Medical Specialties - Surgery,371311433
3,NON SRH Medical,71,Medical Specialties - System Oriented,3119,Other SRH medical,SOS - Cardiology,99,Cardiology - Other/Generic Services,NON SRH Medical Specialties - Generic Services,371311999
3,NON SRH Medical,71,Medical Specialties - System Oriented,3210,Other SRH medical,SOS - Dentistry,00,ALL DENTISTRY,Control Account - Total,371321000
3,NON SRH Medical,71,Medical Specialties - System Oriented,3211,Other SRH medical,SOS - Dentistry,31,Dentistry - Diagnosis,NON SRH Medical Specialties - Diagnostic Test/Exam,371321131
3,NON SRH Medical,71,Medical Specialties - System Oriented,3212,Other SRH medical,SOS - Dentistry,32,Dentistry -Therapy / Treatment,NON SRH Medical Specialties - Therapy / Treatment,371321232
3,NON SRH Medical,71,Medical Specialties - System Oriented,3213,Other SRH medical,SOS - Dentistry,32,Dentistry - Orthodontics,NON SRH Medical Specialties - Therapy / Treatment,371321332
3,NON SRH Medical,71,Medical Specialties - System Oriented,3214,Other SRH medical,SOS - Dentistry,32,Dentistry - Periodontics,NON SRH Medical Specialties - Therapy / Treatment,371321432
3,NON SRH Medical,71,Medical Specialties - System Oriented,3215,Other SRH medical,SOS - Dentistry,33,Dentistry - Surgery,NON SRH Medical Specialties - Surgery,371321533
3,NON SRH Medical,71,Medical Specialties - System Oriented,3219,Other SRH medical,SOS - Dentistry,99,Dentistry - Other/Generic Services,NON SRH Medical Specialties - Generic Services,371321999
3,NON SRH Medical,71,Medical Specialties - System Oriented,3310,Other SRH medical,SOS - Dermatology,00,ALL DERMATOLOGY,Control Account - Total,371331000
3,NON SRH Medical,71,Medical Specialties - System Oriented,3311,Other SRH medical,SOS - Dermatology,30,Dermatology - Consultation,NON SRH Medical Specialties - Consult (Initial/Follow up ),371331130
3,NON SRH Medical,71,Medical Specialties - System Oriented,3312,Other SRH medical,SOS - Dermatology,31,Dermatology - Diagnostic Test,NON SRH Medical Specialties - Diagnostic Test/Exam,371331231
3,NON SRH Medical,71,Medical Specialties - System Oriented,3313,Other SRH medical,SOS - Dermatology,32,Dermatology - Therapy / Treatment,NON SRH Medical Specialties - Therapy / Treatment,371331332
3,NON SRH Medical,71,Medical Specialties - System Oriented,3314,Other SRH medical,SOS - Dermatology,33,Dermatology - Surgery,NON SRH Medical Specialties - Surgery,371331433
3,NON SRH Medical,71,Medical Specialties - System Oriented,3319,Other SRH medical,SOS - Dermatology,99,Dermatology - Other/Generic Services,NON SRH Medical Specialties - Generic Services,371331999
3,NON SRH Medical,71,Medical Specialties - System Oriented,3410,Other SRH medical,SOS - Endocrinology,00,ALL ENDOCRINOLOGY,Control Account - Total,371341000
3,NON SRH Medical,71,Medical Specialties - System Oriented,3411,Other SRH medical,SOS - Endocrinology,30,Endocrinology - Consultation,NON SRH Medical Specialties - Consult (Initial/Follow up ),371341130
3,NON SRH Medical,71,Medical Specialties - System Oriented,3412,Other SRH medical,SOS - Endocrinology,31,Endocrinology - Diagnostic Test,NON SRH Medical Specialties - Diagnostic Test/Exam,371341231
3,NON SRH Medical,71,Medical Specialties - System Oriented,3413,Other SRH medical,SOS - Endocrinology,32,Endocrinology - Therapy / Treatment,NON SRH Medical Specialties - Therapy / Treatment,371341332
3,NON SRH Medical,71,Medical Specialties - System Oriented,3414,Other SRH medical,SOS - Endocrinology,33,Endocrinology - Surgery,NON SRH Medical Specialties - Surgery,371341433
3,NON SRH Medical,71,Medical Specialties - System Oriented,3419,Other SRH medical,SOS - Endocrinology,99,Endocrinology - Other/Generic Services,NON SRH Medical Specialties - Generic Services,371341999
3,NON SRH Medical,71,Medical Specialties - System Oriented,3510,Other SRH medical,SOS - Gastroenterology,00,ALL GASTROENTEROLOGY,Control Account - Total,371351000
3,NON SRH Medical,71,Medical Specialties - System Oriented,3511,Other SRH medical,SOS - Gastroenterology,30,Gastroenterology - Consultation,NON SRH Medical Specialties - Consult (Initial/Follow up ),371351130
3,NON SRH Medical,71,Medical Specialties - System Oriented,3512,Other SRH medical,SOS - Gastroenterology,31,Gastroenterology - Diagnostic Test,NON SRH Medical Specialties - Diagnostic Test/Exam,371351231
3,NON SRH Medical,71,Medical Specialties - System Oriented,3513,Other SRH medical,SOS - Gastroenterology,32,Gastroenterology - Therapy / Treatment,NON SRH Medical Specialties - Therapy / Treatment,371351332
3,NON SRH Medical,71,Medical Specialties - System Oriented,3514,Other SRH medical,SOS - Gastroenterology,33,Gastroenterology - Surgery,NON SRH Medical Specialties - Surgery,371351433
3,NON SRH Medical,71,Medical Specialties - System Oriented,3519,Other SRH medical,SOS - Gastroenterology,99,Gastroenterology - Other/Generic Services,NON SRH Medical Specialties - Generic Services,371351999
3,NON SRH Medical,71,Medical Specialties - System Oriented,3610,Other SRH medical,SOS - Genetics,00,ALL GENETICS,Control Account - Total,371361000
3,NON SRH Medical,71,Medical Specialties - System Oriented,3611,Other SRH medical,SOS - Genetics,29,Genetics - Counselling,SRH (Non Contraception) Service Specific Counselling,371361129
3,NON SRH Medical,71,Medical Specialties - System Oriented,3612,Other SRH medical,SOS - Genetics,30,Genetics - Consultation,NON SRH Medical Specialties - Consult (Initial/Follow up ),371361230
3,NON SRH Medical,71,Medical Specialties - System Oriented,3613,Other SRH medical,SOS - Genetics,31,Genetics - Diagnostic Test,NON SRH Medical Specialties - Diagnostic Test/Exam,371361331
3,NON SRH Medical,71,Medical Specialties - System Oriented,3614,Other SRH medical,SOS - Genetics,32,Genetics - Therapy / Treatment,NON SRH Medical Specialties - Therapy / Treatment,371361432
3,NON SRH Medical,71,Medical Specialties - System Oriented,3619,Other SRH medical,SOS - Genetics,99,Genetics - Other/Generic Services,NON SRH Medical Specialties - Generic Services,371361999
3,NON SRH Medical,71,Medical Specialties - System Oriented,3710,Other SRH medical,SOS - Nephrology,00,ALL NEPHROLOGY,Control Account - Total,371371000
3,NON SRH Medical,71,Medical Specialties - System Oriented,3711,Other SRH medical,SOS - Nephrology,30,Nephrology - Consultation,NON SRH Medical Specialties - Consult (Initial/Follow up ),371371130
3,NON SRH Medical,71,Medical Specialties - System Oriented,3712,Other SRH medical,SOS - Nephrology,31,Nephrology - Diagnostic Test,NON SRH Medical Specialties - Diagnostic Test/Exam,371371231
3,NON SRH Medical,71,Medical Specialties - System Oriented,3713,Other SRH medical,SOS - Nephrology,32,Nephrology - Therapy / Treatment,NON SRH Medical Specialties - Therapy / Treatment,371371332
3,NON SRH Medical,71,Medical Specialties - System Oriented,3714,Other SRH medical,SOS - Nephrology,33,Nephrology - Surgery,NON SRH Medical Specialties - Surgery,371371433
3,NON SRH Medical,71,Medical Specialties - System Oriented,3719,Other SRH medical,SOS - Nephrology,99,Nephrology - Other/Generic Services,NON SRH Medical Specialties - Generic Services,371371999
3,NON SRH Medical,71,Medical Specialties - System Oriented,3810,Other SRH medical,SOS - Neumology,00,ALL NEUMOLOGY,Control Account - Total,371381000
3,NON SRH Medical,71,Medical Specialties - System Oriented,3811,Other SRH medical,SOS - Neumology,30,Neumology - Consultation,NON SRH Medical Specialties - Consult (Initial/Follow up ),371381130
3,NON SRH Medical,71,Medical Specialties - System Oriented,3812,Other SRH medical,SOS - Neumology,31,Neumology - Diagnostic Test,NON SRH Medical Specialties - Diagnostic Test/Exam,371381231
3,NON SRH Medical,71,Medical Specialties - System Oriented,3813,Other SRH medical,SOS - Neumology,32,Neumology - Therapy / Treatment,NON SRH Medical Specialties - Therapy / Treatment,371381332
3,NON SRH Medical,71,Medical Specialties - System Oriented,3814,Other SRH medical,SOS - Neumology,33,Neumology - Surgery,NON SRH Medical Specialties - Surgery,371381433
3,NON SRH Medical,71,Medical Specialties - System Oriented,3819,Other SRH medical,SOS - Neumology,99,Neumology - Other/Generic Services,NON SRH Medical Specialties - Generic Services,371381999
3,NON SRH Medical,71,Medical Specialties - System Oriented,3910,Other SRH medical,SOS - Neurology,00,ALL NEUROLOGY,Control Account - Total,371391000
3,NON SRH Medical,71,Medical Specialties - System Oriented,3911,Other SRH medical,SOS - Neurology,30,Neurology - Consultation,NON SRH Medical Specialties - Consult (Initial/Follow up ),371391130
3,NON SRH Medical,71,Medical Specialties - System Oriented,3912,Other SRH medical,SOS - Neurology,31,Neurology - Diagnostic Exam,NON SRH Medical Specialties - Diagnostic Test/Exam,371391231
3,NON SRH Medical,71,Medical Specialties - System Oriented,3913,Other SRH medical,SOS - Neurology,32,Neurology - Therapy / Treatment,NON SRH Medical Specialties - Therapy / Treatment,371391332
3,NON SRH Medical,71,Medical Specialties - System Oriented,3914,Other SRH medical,SOS - Neurology,33,Neurology - Surgery,NON SRH Medical Specialties - Surgery,371391433
3,NON SRH Medical,71,Medical Specialties - System Oriented,3919,Other SRH medical,SOS - Neurology,99,Neurology - Other/Generic Services,NON SRH Medical Specialties - Generic Services,371391999
3,NON SRH Medical,71,Medical Specialties - System Oriented,4010,Other SRH medical,SOS - Ophtalmology,00,ALL OPHTALMOLOGY,Control Account - Total,371401000
3,NON SRH Medical,71,Medical Specialties - System Oriented,4011,Other SRH medical,SOS - Ophtalmology,30,Ophtalmology - Consultation,NON SRH Medical Specialties - Consult (Initial/Follow up ),371401130
3,NON SRH Medical,71,Medical Specialties - System Oriented,4012,Other SRH medical,SOS - Ophtalmology,31,Ophtalmology - Diagnostic Exam,NON SRH Medical Specialties - Diagnostic Test/Exam,371401231
3,NON SRH Medical,71,Medical Specialties - System Oriented,4013,Other SRH medical,SOS - Ophtalmology,32,Ophtalmology - Therapy / Treatment,NON SRH Medical Specialties - Therapy / Treatment,371401332
3,NON SRH Medical,71,Medical Specialties - System Oriented,4014,Other SRH medical,SOS - Ophtalmology,33,Ophtalmology - Surgery,NON SRH Medical Specialties - Surgery,371401433
3,NON SRH Medical,71,Medical Specialties - System Oriented,4019,Other SRH medical,SOS - Ophtalmology,99,Ophtalmology - Other/Generic Services,NON SRH Medical Specialties - Generic Services,371401999
3,NON SRH Medical,71,Medical Specialties - System Oriented,4110,Other SRH medical,SOS - Orthopedics,00,ALL ORTHOPEDICS,Control Account - Total,371411000
3,NON SRH Medical,71,Medical Specialties - System Oriented,4111,Other SRH medical,SOS - Orthopedics,30,Orthopedics - Consultation,NON SRH Medical Specialties - Consult (Initial/Follow up ),371411130
3,NON SRH Medical,71,Medical Specialties - System Oriented,4112,Other SRH medical,SOS - Orthopedics,31,Orthopedics - Diagnostic Exam,NON SRH Medical Specialties - Diagnostic Test/Exam,371411231
3,NON SRH Medical,71,Medical Specialties - System Oriented,4113,Other SRH medical,SOS - Orthopedics,32,Orthopedics - Therapy / Treatment,NON SRH Medical Specialties - Therapy / Treatment,371411332
3,NON SRH Medical,71,Medical Specialties - System Oriented,4114,Other SRH medical,SOS - Orthopedics,33,Orthopedics - Surgery,NON SRH Medical Specialties - Surgery,371411433
3,NON SRH Medical,71,Medical Specialties - System Oriented,4119,Other SRH medical,SOS - Orthopedics,99,Orthopedics - Other/Generic Services,NON SRH Medical Specialties - Generic Services,371411999
3,NON SRH Medical,71,Medical Specialties - System Oriented,4210,Other SRH medical,SOS - Othorhinolarigology,00,ALL OTHORHINOLARINGOLOGY,Control Account - Total,371421000
3,NON SRH Medical,71,Medical Specialties - System Oriented,4211,Other SRH medical,SOS - Othorhinolarigology,30,Othorhinolaringology - Consultation,NON SRH Medical Specialties - Consult (Initial/Follow up ),371421130
3,NON SRH Medical,71,Medical Specialties - System Oriented,4212,Other SRH medical,SOS - Othorhinolarigology,31,Othorhinolaringology - Diagnostic Exam,NON SRH Medical Specialties - Diagnostic Test/Exam,371421231
3,NON SRH Medical,71,Medical Specialties - System Oriented,4213,Other SRH medical,SOS - Othorhinolarigology,32,Othorhinolaringology - Therapy / Treatment,NON SRH Medical Specialties - Therapy / Treatment,371421332
3,NON SRH Medical,71,Medical Specialties - System Oriented,4214,Other SRH medical,SOS - Othorhinolarigology,33,Othorhinolaringology - Surgery,NON SRH Medical Specialties - Surgery,371421433
3,NON SRH Medical,71,Medical Specialties - System Oriented,4219,Other SRH medical,SOS - Othorhinolarigology,99,Othorhinolaringology - Other/Generic Services,NON SRH Medical Specialties - Generic Services,371421999
3,NON SRH Medical,71,Medical Specialties - System Oriented,4310,Other SRH medical,SOS - Podology,00,ALL PODOLOGY,Control Account - Total,371431000
3,NON SRH Medical,71,Medical Specialties - System Oriented,4311,Other SRH medical,SOS - Podology,30,Podology - Consultation,NON SRH Medical Specialties - Consult (Initial/Follow up ),371431130
3,NON SRH Medical,71,Medical Specialties - System Oriented,4312,Other SRH medical,SOS - Podology,31,Podology - Diagnostic Exam,NON SRH Medical Specialties - Diagnostic Test/Exam,371431231
3,NON SRH Medical,71,Medical Specialties - System Oriented,4313,Other SRH medical,SOS - Podology,32,Podology - Therapy / Treatment,NON SRH Medical Specialties - Therapy / Treatment,371431332
3,NON SRH Medical,71,Medical Specialties - System Oriented,4314,Other SRH medical,SOS - Podology,33,Podology - Surgery,NON SRH Medical Specialties - Surgery,371431433
3,NON SRH Medical,71,Medical Specialties - System Oriented,4319,Other SRH medical,SOS - Podology,99,Podology - Other/Generic Services,NON SRH Medical Specialties - Generic Services,371431999
3,NON SRH Medical,71,Medical Specialties - System Oriented,4410,Other SRH medical,SOS - Rheumatology,00,ALL RHEUMATOLOGY,Control Account - Total,371441000
3,NON SRH Medical,71,Medical Specialties - System Oriented,4411,Other SRH medical,SOS - Rheumatology,30,Rheumatology - Consultation,NON SRH Medical Specialties - Consult (Initial/Follow up ),371441130
3,NON SRH Medical,71,Medical Specialties - System Oriented,4412,Other SRH medical,SOS - Rheumatology,31,Rheumatology - Diagnostic Exam,NON SRH Medical Specialties - Diagnostic Test/Exam,371441231
3,NON SRH Medical,71,Medical Specialties - System Oriented,4413,Other SRH medical,SOS - Rheumatology,32,Rheumatology - Therapy / Treatment,NON SRH Medical Specialties - Therapy / Treatment,371441332
3,NON SRH Medical,71,Medical Specialties - System Oriented,4414,Other SRH medical,SOS - Rheumatology,33,Rheumatology - Surgery,NON SRH Medical Specialties - Surgery,371441433
3,NON SRH Medical,71,Medical Specialties - System Oriented,4419,Other SRH medical,SOS - Rheumatology,99,Rheumatology - Other/Generic Services,NON SRH Medical Specialties - Generic Services,371441999
3,NON SRH Medical,72,Medical Specialties - Disease Oriented,5000,Other SRH medical,Total Disease Oriented Services,00,ALL MEDICAL SPECIALTIES - DISEASE ORIENTED SERVICES,Control Account - Total,372500000
3,NON SRH Medical,72,Medical Specialties - Disease Oriented,5009,Other SRH medical,Total Disease Oriented Services,99,Medical Specialties - Disease Oriented Services - Other/Generic Services,NON SRH Medical Specialties - Generic Services,372500999
3,NON SRH Medical,72,Medical Specialties - Disease Oriented,5010,Other SRH medical,DOS - Optometry,00,ALL OPTOMETRY,Control Account - Total,372501000
3,NON SRH Medical,72,Medical Specialties - Disease Oriented,5011,Other SRH medical,DOS - Optometry,30,Optometry - Consultation,NON SRH Medical Specialties - Consult (Initial/Follow up ),372501130
3,NON SRH Medical,72,Medical Specialties - Disease Oriented,5012,Other SRH medical,DOS - Optometry,31,Optometry - Diagnostic Exam,NON SRH Medical Specialties - Diagnostic Test/Exam,372501231
3,NON SRH Medical,72,Medical Specialties - Disease Oriented,5019,Other SRH medical,DOS - Optometry,99,Optometry - Other/Generic Services,NON SRH Medical Specialties - Generic Services,372501999
3,NON SRH Medical,72,Medical Specialties - Disease Oriented,5110,Other SRH medical,DOS - Psychiatry,00,ALL PSYCHIATRY,Control Account - Total,372511000
3,NON SRH Medical,72,Medical Specialties - Disease Oriented,5111,Other SRH medical,DOS - Psychiatry,31,Psychiatry - Diagnostic consultation,NON SRH Medical Specialties - Diagnostic Test/Exam,372511131
3,NON SRH Medical,72,Medical Specialties - Disease Oriented,5112,Other SRH medical,DOS - Psychiatry,32,Psychiatry - Therapy / Treatment,NON SRH Medical Specialties - Therapy / Treatment,372511232
3,NON SRH Medical,72,Medical Specialties - Disease Oriented,5119,Other SRH medical,DOS - Psychiatry,99,Psychiatry - Other/Generic Services,NON SRH Medical Specialties - Generic Services,372511999
3,NON SRH Medical,72,Medical Specialties - Disease Oriented,5210,Other SRH medical,DOS - Psychology,00,ALL PSYCHOLOGY,Control Account - Total,372521000
3,NON SRH Medical,72,Medical Specialties - Disease Oriented,5211,Other SRH medical,DOS - Psychology,31,Psychology - Diagnostic consultation,NON SRH Medical Specialties - Diagnostic Test/Exam,372521131
3,NON SRH Medical,72,Medical Specialties - Disease Oriented,5212,Other SRH medical,DOS - Psychology,32,Psychology - Therapy / Treatment,NON SRH Medical Specialties - Therapy / Treatment,372521232
3,NON SRH Medical,72,Medical Specialties - Disease Oriented,5219,Other SRH medical,DOS - Psychology,99,Psychology - Other/Generic Services,NON SRH Medical Specialties - Generic Services,372521999
3,NON SRH Medical,72,Medical Specialties - Disease Oriented,5310,Other SRH medical,DOS - Radiology,00,ALL RADIOLOGY,Control Account - Total,372531000
3,NON SRH Medical,72,Medical Specialties - Disease Oriented,5311,Other SRH medical,DOS - Radiology,31,Radiology - Diagnostic Imaging,NON SRH Medical Specialties - Diagnostic Test/Exam,372531131
3,NON SRH Medical,72,Medical Specialties - Disease Oriented,5312,Other SRH medical,DOS - Radiology,32,Radiology - Therapy / Treatment,NON SRH Medical Specialties - Therapy / Treatment,372531232
3,NON SRH Medical,72,Medical Specialties - Disease Oriented,5319,Other SRH medical,DOS - Radiology,99,Radiology - Other/Generic Services,NON SRH Medical Specialties - Generic Services,372531999
3,NON SRH Medical,72,Medical Specialties - Disease Oriented,5410,Other SRH medical,DOS - Oncology,00,ALL ONCOLOGY,Control Account - Total,372541000
3,NON SRH Medical,72,Medical Specialties - Disease Oriented,5411,Other SRH medical,DOS - Oncology,31,Oncology - Diagnostic Test,NON SRH Medical Specialties - Diagnostic Test/Exam,372541131
3,NON SRH Medical,72,Medical Specialties - Disease Oriented,5412,Other SRH medical,DOS - Oncology,32,Oncology - Therapy / Treatment,NON SRH Medical Specialties - Therapy / Treatment,372541232
3,NON SRH Medical,72,Medical Specialties - Disease Oriented,5413,Other SRH medical,DOS - Oncology,33,Oncology - Surgery,NON SRH Medical Specialties - Surgery,372541333
3,NON SRH Medical,72,Medical Specialties - Disease Oriented,5419,Other SRH medical,DOS - Oncology,99,Oncology - Other/Generic Services,NON SRH Medical Specialties - Generic Services,372541999
3,NON SRH Medical,72,Medical Specialties - Disease Oriented,5510,Other SRH medical,DOS - Allergy,00,ALL ALLERGY,Control Account - Total,372551000
3,NON SRH Medical,72,Medical Specialties - Disease Oriented,5511,Other SRH medical,DOS - Allergy,30,Allergy - Consultation,NON SRH Medical Specialties - Consult (Initial/Follow up ),372551130
3,NON SRH Medical,72,Medical Specialties - Disease Oriented,5512,Other SRH medical,DOS - Allergy,31,Allergy - Diagnostic Test,NON SRH Medical Specialties - Diagnostic Test/Exam,372551231
3,NON SRH Medical,72,Medical Specialties - Disease Oriented,5513,Other SRH medical,DOS - Allergy,32,Allergy - Therapy / Treatment,NON SRH Medical Specialties - Therapy / Treatment,372551332
3,NON SRH Medical,72,Medical Specialties - Disease Oriented,5519,Other SRH medical,DOS - Allergy,99,Allergy - Other/Generic Services,NON SRH Medical Specialties - Generic Services,372551999
3,NON SRH Medical,72,Medical Specialties - Disease Oriented,5610,Other SRH medical,DOS - Immunology,00,ALL IMMUNOLOGY,Control Account - Total,372561000
3,NON SRH Medical,72,Medical Specialties - Disease Oriented,5611,Other SRH medical,DOS - Immunology,30,Immunology - Consultation,NON SRH Medical Specialties - Consult (Initial/Follow up ),372561130
3,NON SRH Medical,72,Medical Specialties - Disease Oriented,5612,Other SRH medical,DOS - Immunology,31,Immunology - Diagnostic Test,NON SRH Medical Specialties - Diagnostic Test/Exam,372561231
3,NON SRH Medical,72,Medical Specialties - Disease Oriented,5619,Other SRH medical,DOS - Immunology,99,Immunology - Other/Generic Services,NON SRH Medical Specialties - Generic Services,372561999
3,NON SRH Medical,73,Medical Specialties - Community Oriented,6000,Other SRH medical,Total Community Oriented Serv,00,ALL MEDICAL SPECIALTIES - COMMUNITY ORIENTED SERVICES,Control Account - Total,373600000
3,NON SRH Medical,73,Medical Specialties - Community Oriented,6009,Other SRH medical,Total Community Oriented Serv,99,Medical Specialties - Community Oriented Services - Other/Generic Services,NON SRH Medical Specialties - Generic Services,373600999
3,NON SRH Medical,73,Medical Specialties - Community Oriented,6010,Other SRH medical,COS - Family Health,00,ALL FAMILY HEALTH,Control Account - Total,373601000
3,NON SRH Medical,73,Medical Specialties - Community Oriented,6011,Other SRH medical,COS - Family Health,31,Family Health -  Hypertension Screening,NON SRH Medical Specialties - Diagnostic Test/Exam,373601131
3,NON SRH Medical,73,Medical Specialties - Community Oriented,6012,Other SRH medical,COS - Family Health,31,Family Health -  Physical Exam,NON SRH Medical Specialties - Diagnostic Test/Exam,373601231
3,NON SRH Medical,73,Medical Specialties - Community Oriented,6013,Other SRH medical,COS - Family Health,31,Family Health -  Weight & Vital Signs,NON SRH Medical Specialties - Diagnostic Test/Exam,373601331
